"Contract Number","Plan ID","Organization Type","Plan Type","Offers Part D","Organization Name","Organization Marketing Name","Plan Name","Parent Organization","Contract Effective Date","Enrollment"
"H0332","805","Local CCP","HMO","Yes","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Rx+Choice Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC","01/01/2008","*"
"H0332","806","Local CCP","HMO","No","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Essential Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC","01/01/2008","1639"
"H0332","807","Local CCP","HMO","Yes","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Rx Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC","01/01/2008","60"
"H0332","808","Local CCP","HMO","No","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Essential+Choice Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC","01/01/2008","*"
"H0332","809","Local CCP","HMO","Yes","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Rx+Choice Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC","01/01/2008","*"
"H0332","810","Local CCP","HMO","Yes","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Rx Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC","01/01/2008","139"
"H0332","811","Local CCP","HMO","Yes","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Rx Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC","01/01/2008","4622"
"H0332","812","Local CCP","HMO","Yes","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Rx Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC","01/01/2008","*"
"H0332","813","Local CCP","HMO","Yes","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage RX Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC","01/01/2008","*"
"H0332","814","Local CCP","HMO","No","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Essential Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC","01/01/2008","*"
"H0336","001","Demo","Medicare-Medicaid Plan HMO","Yes","HUMANA HEALTH PLAN, INC.","Humana","Humana Gold Plus Integrated H0336-001 (Medicare-Medicaid Plan)","Humana Inc.","02/01/2014","8358"
"H0351","030","Local CCP","HMO","No","HEALTH NET OF ARIZONA, INC.","Allwell","Allwell Medicare Complement (HMO)","Centene Corporation","03/01/1992","477"
"H0351","038","Local CCP","HMO","Yes","HEALTH NET OF ARIZONA, INC.","Allwell","Allwell CHF/Diabetes Medicare (HMO SNP)","Centene Corporation","03/01/1992","1601"
"H0351","044","Local CCP","HMO","Yes","HEALTH NET OF ARIZONA, INC.","Allwell","Allwell Medicare (HMO)","Centene Corporation","03/01/1992","5009"
"H0351","050","Local CCP","HMO","Yes","HEALTH NET OF ARIZONA, INC.","Allwell","Allwell Medicare Essentials II (HMO)","Centene Corporation","03/01/1992","2889"
"H0351","051","Local CCP","HMO","Yes","HEALTH NET OF ARIZONA, INC.","Allwell","Allwell Medicare Premier (HMO)","Centene Corporation","03/01/1992","1477"
"H0351","801","Local CCP","HMO","Yes","HEALTH NET OF ARIZONA, INC.","Allwell","Allwell CoCare (HMO)","Centene Corporation","03/01/1992","*"
"H0351","803","Local CCP","HMO","No","HEALTH NET OF ARIZONA, INC.","Allwell","Allwell CoCare (HMO)","Centene Corporation","03/01/1992","*"
"H0351","804","Local CCP","HMO","Yes","HEALTH NET OF ARIZONA, INC.","Allwell","Allwell CoCare (HMO)","Centene Corporation","03/01/1992","*"
"H0354","001","Local CCP","HMO","Yes","CIGNA HEALTHCARE OF ARIZONA, INC.","Cigna","Cigna-HealthSpring Preferred (HMO)","CIGNA","12/01/1992","29884"
"H0354","024","Local CCP","HMO","Yes","CIGNA HEALTHCARE OF ARIZONA, INC.","Cigna","Cigna-HealthSpring Preferred (HMO)","CIGNA","12/01/1992","2625"
"H0354","027","Local CCP","HMO","Yes","CIGNA HEALTHCARE OF ARIZONA, INC.","Cigna","Cigna-HealthSpring Achieve Plus (HMO SNP)","CIGNA","12/01/1992","6153"
"H0354","028","Local CCP","HMO","Yes","CIGNA HEALTHCARE OF ARIZONA, INC.","Cigna","Cigna-HealthSpring Alliance (HMO)","CIGNA","12/01/1992","7896"
"H0354","804","Local CCP","HMO","Yes","CIGNA HEALTHCARE OF ARIZONA, INC.","Cigna","Cigna-HealthSpring Preferred Rx CY (HMO)","CIGNA","12/01/1992","597"
"H0354","805","Local CCP","HMO","Yes","CIGNA HEALTHCARE OF ARIZONA, INC.","Cigna","Cigna-HealthSpring Preferred Rx FY (HMO)","CIGNA","12/01/1992","74"
"H0390","001","National PACE","National PACE","Yes","PACE OF SOUTHWEST MICHIGAN, INC.","PACE of Southwest Michigan","PACE of Southwest Michigan - Dual (PACE)","PACE of Southwest Michigan, Inc.","08/01/2012","199"
"H0390","002","National PACE","National PACE","Yes","PACE OF SOUTHWEST MICHIGAN, INC.","PACE of Southwest Michigan","PACE of Southwest Michigan - Medicare Only (PACE)","PACE of Southwest Michigan, Inc.","08/01/2012","*"
"H0422","001","Local CCP","HMOPOS","Yes","UCARE HEALTH, INC.","UCare","Care Core with Fairview & North Memorial (HMO-POS)","UCare Minnesota","01/01/2019","294"
"H0422","002","Local CCP","HMOPOS","Yes","UCARE HEALTH, INC.","UCare","Care Advantage with Fairview & North Memorial (HMO-POS)","UCare Minnesota","01/01/2019","192"
"H0423","001","Local CCP","HMO","Yes","METROPLUS HEALTH PLAN, INC.","MetroPlus Health Plan","MetroPlus Advantage Plan (HMO SNP)","New York City Health and Hospitals Corporation","01/01/2008","7354"
"H0423","004","Local CCP","HMO","Yes","METROPLUS HEALTH PLAN, INC.","MetroPlus Health Plan","MetroPlus Platinum (HMO)","New York City Health and Hospitals Corporation","01/01/2008","360"
"H0432","001","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","AARP MedicareComplete Plan 1 (HMO)","UnitedHealth Group, Inc.","01/01/2018","368"
"H0432","002","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","AARP MedicareComplete Plan 2 (HMO)","UnitedHealth Group, Inc.","01/01/2018","225"
"H0432","003","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","AARP MedicareComplete Plan 1 (HMO)","UnitedHealth Group, Inc.","01/01/2018","1542"
"H0432","004","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","AARP MedicareComplete Plan 2 (HMO)","UnitedHealth Group, Inc.","01/01/2018","549"
"H0432","005","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","AARP MedicareComplete Plan 1 (HMO)","UnitedHealth Group, Inc.","01/01/2018","927"
"H0432","006","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","AARP MedicareComplete Plan 2 (HMO)","UnitedHealth Group, Inc.","01/01/2018","188"
"H0432","007","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","AARP MedicareComplete Plan 1 (HMO)","UnitedHealth Group, Inc.","01/01/2018","1099"
"H0432","008","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","AARP MedicareComplete Plan 2 (HMO)","UnitedHealth Group, Inc.","01/01/2018","266"
"H0432","009","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","UnitedHealthcare Dual Complete (HMO SNP)","UnitedHealth Group, Inc.","01/01/2018","7126"
"H0439","002","Local CCP","HMO","Yes","CIGNA HEALTHCARE OF GEORGIA, INC.","Cigna","Cigna-HealthSpring TotalCare (HMO SNP)","CIGNA","01/01/2014","4876"
"H0439","003","Local CCP","HMO","Yes","CIGNA HEALTHCARE OF GEORGIA, INC.","Cigna","Cigna-HealthSpring Preferred (HMO)","CIGNA","01/01/2014","15255"
"H0439","006","Local CCP","HMOPOS","Yes","CIGNA HEALTHCARE OF GEORGIA, INC.","Cigna","Cigna-HealthSpring Premier (HMO-POS)","CIGNA","01/01/2014","252"
"H0439","801","Local CCP","HMO","Yes","CIGNA HEALTHCARE OF GEORGIA, INC.","Cigna","Cigna-HealthSpring Preferred Rx CY (HMO)","CIGNA","01/01/2014","113"
"H0439","807","Local CCP","HMOPOS","Yes","CIGNA HEALTHCARE OF GEORGIA, INC.","Cigna","Cigna-HealthSpring Premier Rx CY (HMO-POS)","CIGNA","01/01/2014","*"
"H0473","001","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY OF KENTUCKY","Humana","HumanaChoice H0473-001 (PPO)","Humana Inc.","01/01/2019","8578"
"H0473","002","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY OF KENTUCKY","Humana","HumanaChoice H0473-002 (PPO)","Humana Inc.","01/01/2019","76"
"H0477","001","National PACE","National PACE","Yes","SERENITY CARE, INC.","Serenity Care PACE","Serenity PACE Dual (PACE)","Serenity Care, Inc.","05/01/2014","408"
"H0477","002","National PACE","National PACE","Yes","SERENITY CARE, INC.","Serenity Care PACE","Serenity PACE Medicare only (PACE)","Serenity Care, Inc.","05/01/2014","*"
"H0480","001","Demo","Medicare-Medicaid Plan HMO","Yes","MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","MeridianComplete","MeridianComplete (Medicare-Medicaid Plan)","WellCare Health Plans, Inc.","03/01/2015","5297"
"H0504","015","Local CCP","HMO","Yes","CALIFORNIA PHYSICIANS' SERVICE","Blue Shield of California","Blue Shield 65 Plus (HMO)","California Physicians' Service","05/01/1996","45139"
"H0504","017","Local CCP","HMO","Yes","CALIFORNIA PHYSICIANS' SERVICE","Blue Shield of California","Blue Shield 65 Plus (HMO)","California Physicians' Service","05/01/1996","3973"
"H0504","021","Local CCP","HMO","Yes","CALIFORNIA PHYSICIANS' SERVICE","Blue Shield of California","Blue Shield 65 Plus Choice Plan (HMO)","California Physicians' Service","05/01/1996","12667"
"H0504","026","Local CCP","HMO","Yes","CALIFORNIA PHYSICIANS' SERVICE","Blue Shield of California","Blue Shield 65 Plus (HMO)","California Physicians' Service","05/01/1996","2014"
"H0504","028","Local CCP","HMO","Yes","CALIFORNIA PHYSICIANS' SERVICE","Blue Shield of California","Blue Shield 65 Plus (HMO)","California Physicians' Service","05/01/1996","4140"
"H0504","029","Local CCP","HMO","Yes","CALIFORNIA PHYSICIANS' SERVICE","Blue Shield of California","Blue Shield 65 Plus (HMO)","California Physicians' Service","05/01/1996","2753"
"H0504","031","Local CCP","HMO","Yes","CALIFORNIA PHYSICIANS' SERVICE","Blue Shield of California","Blue Shield 65 Plus (HMO)","California Physicians' Service","05/01/1996","746"
"H0504","037","Local CCP","HMO","Yes","CALIFORNIA PHYSICIANS' SERVICE","Blue Shield of California","Blue Shield Trio Medicare (HMO)","California Physicians' Service","05/01/1996","3586"
"H0504","038","Local CCP","HMO","Yes","CALIFORNIA PHYSICIANS' SERVICE","Blue Shield of California","Blue Shield 65 Plus (HMO)","California Physicians' Service","05/01/1996","3934"
"H0504","039","Local CCP","HMO","Yes","CALIFORNIA PHYSICIANS' SERVICE","Blue Shield of California","Blue Shield 65 Plus (HMO)","California Physicians' Service","05/01/1996","1446"
"H0504","040","Local CCP","HMO","Yes","CALIFORNIA PHYSICIANS' SERVICE","Blue Shield of California","Blue Shield 65 Plus Choice Plan (HMO)","California Physicians' Service","05/01/1996","1513"
"H0504","803","Local CCP","HMO","Yes","CALIFORNIA PHYSICIANS' SERVICE","Blue Shield of California","Blue Shield 65 Plus (HMO)","California Physicians' Service","05/01/1996","1606"
"H0504","804","Local CCP","HMO","Yes","CALIFORNIA PHYSICIANS' SERVICE","Blue Shield of California","Blue Shield 65 Plus (HMO)","California Physicians' Service","05/01/1996","270"
"H0504","805","Local CCP","HMO","No","CALIFORNIA PHYSICIANS' SERVICE","Blue Shield of California","Blue Shield 65 Plus (HMO)","California Physicians' Service","05/01/1996","*"
"H0523","002","Local CCP","HMO","Yes","AETNA HEALTH OF CALIFORNIA INC.","Aetna Medicare","Aetna Medicare Select Plan (HMO)","CVS Health Corporation","05/01/1986","1399"
"H0523","022","Local CCP","HMO","Yes","AETNA HEALTH OF CALIFORNIA INC.","Aetna Medicare","Aetna Medicare Select Plan (HMO)","CVS Health Corporation","05/01/1986","4666"
"H0523","031","Local CCP","HMO","Yes","AETNA HEALTH OF CALIFORNIA INC.","Aetna Medicare","Aetna Medicare Select Plan (HMO)","CVS Health Corporation","05/01/1986","1965"
"H0523","052","Local CCP","HMO","Yes","AETNA HEALTH OF CALIFORNIA INC.","Aetna Medicare","Aetna Medicare Select Plan (HMO)","CVS Health Corporation","05/01/1986","2174"
"H0523","061","Local CCP","HMO","Yes","AETNA HEALTH OF CALIFORNIA INC.","Aetna Medicare","Aetna Medicare Prime Plan (HMO)","CVS Health Corporation","05/01/1986","1280"
"H0523","063","Local CCP","HMO","Yes","AETNA HEALTH OF CALIFORNIA INC.","Aetna Medicare","Aetna Medicare Prime Plan (HMO)","CVS Health Corporation","05/01/1986","562"
"H0523","801","Local CCP","HMO","No","AETNA HEALTH OF CALIFORNIA INC.","Aetna Medicare","Aetna Medicare Plan (HMO)","CVS Health Corporation","05/01/1986","510"
"H0523","805","Local CCP","HMO","Yes","AETNA HEALTH OF CALIFORNIA INC.","Aetna Medicare","Aetna Medicare Plan w/Rx CY (HMO)","CVS Health Corporation","05/01/1986","633"
"H0524","002","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage B Only South (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","20"
"H0524","003","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage LA, Orange Co. (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","217329"
"H0524","008","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage Solano (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","16936"
"H0524","010","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage B Only North (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","62"
"H0524","013","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Sr Adv Enhanced Sac., Sonoma (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","48645"
"H0524","015","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage Inland Empire (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","75192"
"H0524","029","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Senior Advantage Medicare Medi-Cal Plan South (HMO SNP)","Kaiser Foundation Health Plan, Inc.","08/01/1987","30273"
"H0524","030","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Senior Advantage Medicare Medi-Cal Plan North (HMO SNP)","Kaiser Foundation Health Plan, Inc.","08/01/1987","43052"
"H0524","031","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage Marin San Mateo (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","35672"
"H0524","032","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage Alam., SF, Napa (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","69848"
"H0524","033","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage Contra Costa (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","39295"
"H0524","034","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage Ventura (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","17295"
"H0524","035","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage Enhanced Kern (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","8726"
"H0524","036","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage Basic Kern (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","2588"
"H0524","037","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage San Diego (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","62805"
"H0524","038","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage Enhanced Fresno (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","11392"
"H0524","039","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage Santa Clara (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","48263"
"H0524","040","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage Enhanced Stanis (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","5529"
"H0524","041","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage Basic Stanis (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","3135"
"H0524","042","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage Enhanced SnJoaq (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","9213"
"H0524","043","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage Basic SnJoaq (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","7725"
"H0524","046","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage Basic Fresno (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","6955"
"H0524","051","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Sr Advantage Basic Sac., Sonoma (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","43753"
"H0524","054","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage Santa Cruz (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","1027"
"H0524","801","Local CCP","HMO","No","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","2075"
"H0524","802","Local CCP","HMO","No","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","9452"
"H0524","803","Local CCP","HMO","No","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","*"
"H0524","804","Local CCP","HMO","No","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","*"
"H0524","805","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","181979"
"H0524","806","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","194252"
"H0524","807","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","2406"
"H0524","808","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","Kaiser Permanente Senior Advantage (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","511"
"H0524","809","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","FEHB Part AB with D (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","10796"
"H0524","810","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","FEHB Part AB with D (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","11254"
"H0524","811","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","FEHB Part B Only with D (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","29"
"H0524","812","Local CCP","HMO","Yes","KAISER FOUNDATION HP, INC.","Kaiser Permanente","FEHB Part B Only with D (HMO)","Kaiser Foundation Health Plan, Inc.","08/01/1987","43"
"H0542","001","National PACE","National PACE","Yes","ALTAMED HEALTH SERVICES CORPORATION","AltaMed Health Services Corporation","AltaMed Health Services Corporation (PACE)","Altamed Health Services Corporation","11/01/2002","1995"
