Contract ID,Plan ID,Organization Type,Plan Type,Offers Part D,SNP Plan,EGHP,Organization Name,Organization Marketing Name,Plan Name,Parent Organization,Contract Effective Date
H0332,2,Local CCP,HMO/HMOPOS,Yes,No,No,"KS PLAN ADMINISTRATORS, LLC",KelseyCare Advantage,KelseyCare Advantage Rx (HMO),"Kelsey-Seybold Medical Group, PLLC",01/01/2008
H0332,3,Local CCP,HMO/HMOPOS,No,No,No,"KS PLAN ADMINISTRATORS, LLC",KelseyCare Advantage,KelseyCare Advantage Essential+Choice (HMO-POS),"Kelsey-Seybold Medical Group, PLLC",01/01/2008
H0332,4,Local CCP,HMO/HMOPOS,Yes,No,No,"KS PLAN ADMINISTRATORS, LLC",KelseyCare Advantage,KelseyCare Advantage Rx+Choice (HMO-POS),"Kelsey-Seybold Medical Group, PLLC",01/01/2008
H0332,801,Local CCP,HMO/HMOPOS,No,No,Yes,"KS PLAN ADMINISTRATORS, LLC",KelseyCare Advantage,KelseyCare Advantage Essential Retiree (HMO),"Kelsey-Seybold Medical Group, PLLC",01/01/2008
H0332,803,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KS PLAN ADMINISTRATORS, LLC",KelseyCare Advantage,KelseyCare Advantage Rx Retiree (HMO),"Kelsey-Seybold Medical Group, PLLC",01/01/2008
H0332,804,Local CCP,HMO/HMOPOS,No,No,Yes,"KS PLAN ADMINISTRATORS, LLC",KelseyCare Advantage,KelseyCare Advantage Essential+Choice Retiree (HMO),"Kelsey-Seybold Medical Group, PLLC",01/01/2008
H0332,805,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KS PLAN ADMINISTRATORS, LLC",KelseyCare Advantage,KelseyCare Advantage Rx+Choice Retiree (HMO),"Kelsey-Seybold Medical Group, PLLC",01/01/2008
H0332,806,Local CCP,HMO/HMOPOS,No,No,Yes,"KS PLAN ADMINISTRATORS, LLC",KelseyCare Advantage,KelseyCare Advantage Essential Retiree (HMO),"Kelsey-Seybold Medical Group, PLLC",01/01/2008
H0332,807,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KS PLAN ADMINISTRATORS, LLC",KelseyCare Advantage,KelseyCare Advantage Rx Retiree (HMO),"Kelsey-Seybold Medical Group, PLLC",01/01/2008
H0332,808,Local CCP,HMO/HMOPOS,No,No,Yes,"KS PLAN ADMINISTRATORS, LLC",KelseyCare Advantage,KelseyCare Advantage Essential+Choice Retiree (HMO),"Kelsey-Seybold Medical Group, PLLC",01/01/2008
H0332,809,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KS PLAN ADMINISTRATORS, LLC",KelseyCare Advantage,KelseyCare Advantage Rx+Choice Retiree (HMO),"Kelsey-Seybold Medical Group, PLLC",01/01/2008
H0332,810,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KS PLAN ADMINISTRATORS, LLC",KelseyCare Advantage,KelseyCare Advantage Rx Retiree (HMO),"Kelsey-Seybold Medical Group, PLLC",01/01/2008
H0332,811,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KS PLAN ADMINISTRATORS, LLC",KelseyCare Advantage,KelseyCare Advantage Rx Retiree (HMO),"Kelsey-Seybold Medical Group, PLLC",01/01/2008
H0332,812,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KS PLAN ADMINISTRATORS, LLC",KelseyCare Advantage,KelseyCare Advantage Rx Retiree (HMO),"Kelsey-Seybold Medical Group, PLLC",01/01/2008
H0332,813,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KS PLAN ADMINISTRATORS, LLC",KelseyCare Advantage,KelseyCare Advantage RX Retiree (HMO),"Kelsey-Seybold Medical Group, PLLC",01/01/2008
H0332,814,Local CCP,HMO/HMOPOS,No,No,Yes,"KS PLAN ADMINISTRATORS, LLC",KelseyCare Advantage,KelseyCare Advantage Essential Retiree (HMO),"Kelsey-Seybold Medical Group, PLLC",01/01/2008
H0336,1,Demo,Medicare-Medicaid Plan HMO/HMOPOS,Yes,No,No,"HUMANA HEALTH PLAN, INC.",Humana,Humana Gold Plus Integrated H0336-001 (Medicare-Medicaid Plan),Humana Inc.,02/01/2014
H0351,30,Local CCP,HMO/HMOPOS,No,No,No,"HEALTH NET OF ARIZONA, INC.",Allwell,Allwell Medicare Complement (HMO),Centene Corporation,03/01/1992
H0351,38,Local CCP,HMO/HMOPOS,Yes,Yes,No,"HEALTH NET OF ARIZONA, INC.",Allwell,Allwell CHF/Diabetes Medicare (HMO SNP),Centene Corporation,03/01/1992
H0351,44,Local CCP,HMO/HMOPOS,Yes,No,No,"HEALTH NET OF ARIZONA, INC.",Allwell,Allwell Medicare (HMO),Centene Corporation,03/01/1992
H0351,50,Local CCP,HMO/HMOPOS,Yes,No,No,"HEALTH NET OF ARIZONA, INC.",Allwell,Allwell Medicare Essentials II (HMO),Centene Corporation,03/01/1992
H0351,51,Local CCP,HMO/HMOPOS,Yes,No,No,"HEALTH NET OF ARIZONA, INC.",Allwell,Allwell Medicare Premier (HMO),Centene Corporation,03/01/1992
H0351,801,Local CCP,HMO/HMOPOS,Yes,No,Yes,"HEALTH NET OF ARIZONA, INC.",Allwell,Allwell CoCare (HMO),Centene Corporation,03/01/1992
H0351,803,Local CCP,HMO/HMOPOS,No,No,Yes,"HEALTH NET OF ARIZONA, INC.",Allwell,Allwell CoCare (HMO),Centene Corporation,03/01/1992
H0351,804,Local CCP,HMO/HMOPOS,Yes,No,Yes,"HEALTH NET OF ARIZONA, INC.",Allwell,Allwell CoCare (HMO),Centene Corporation,03/01/1992
H0354,1,Local CCP,HMO/HMOPOS,Yes,No,No,"CIGNA HEALTHCARE OF ARIZONA, INC.",Cigna,Cigna-HealthSpring Preferred (HMO),CIGNA,12/01/1992
H0354,24,Local CCP,HMO/HMOPOS,Yes,No,No,"CIGNA HEALTHCARE OF ARIZONA, INC.",Cigna,Cigna-HealthSpring Preferred (HMO),CIGNA,12/01/1992
H0354,27,Local CCP,HMO/HMOPOS,Yes,Yes,No,"CIGNA HEALTHCARE OF ARIZONA, INC.",Cigna,Cigna-HealthSpring Achieve Plus (HMO SNP),CIGNA,12/01/1992
H0354,28,Local CCP,HMO/HMOPOS,Yes,No,No,"CIGNA HEALTHCARE OF ARIZONA, INC.",Cigna,Cigna-HealthSpring Alliance (HMO),CIGNA,12/01/1992
H0354,804,Local CCP,HMO/HMOPOS,Yes,No,Yes,"CIGNA HEALTHCARE OF ARIZONA, INC.",Cigna,Cigna-HealthSpring Preferred Rx CY (HMO),CIGNA,12/01/1992
H0354,805,Local CCP,HMO/HMOPOS,Yes,No,Yes,"CIGNA HEALTHCARE OF ARIZONA, INC.",Cigna,Cigna-HealthSpring Preferred Rx FY (HMO),CIGNA,12/01/1992
H0390,1,National PACE,National PACE,Yes,No,No,"PACE OF SOUTHWEST MICHIGAN, INC.",PACE of Southwest Michigan,PACE of Southwest Michigan - Dual (PACE),"PACE of Southwest Michigan, Inc.",08/01/2012
H0390,2,National PACE,National PACE,Yes,No,No,"PACE OF SOUTHWEST MICHIGAN, INC.",PACE of Southwest Michigan,PACE of Southwest Michigan - Medicare Only (PACE),"PACE of Southwest Michigan, Inc.",08/01/2012
H0422,1,Local CCP,HMO/HMOPOS,Yes,No,No,"UCARE HEALTH, INC.",UCare,Care Core with Fairview & North Memorial (HMO-POS),UCare Minnesota,01/01/2019
H0422,2,Local CCP,HMO/HMOPOS,Yes,No,No,"UCARE HEALTH, INC.",UCare,Care Advantage with Fairview & North Memorial (HMO-POS),UCare Minnesota,01/01/2019
H0423,1,Local CCP,HMO/HMOPOS,Yes,Yes,No,"METROPLUS HEALTH PLAN, INC.",MetroPlus Health Plan,MetroPlus Advantage Plan (HMO SNP),New York City Health and Hospitals Corporation,01/01/2008
H0423,4,Local CCP,HMO/HMOPOS,Yes,No,No,"METROPLUS HEALTH PLAN, INC.",MetroPlus Health Plan,MetroPlus Platinum (HMO),New York City Health and Hospitals Corporation,01/01/2008
H0432,1,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF ALABAMA, INC.",UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),"UnitedHealth Group, Inc.",01/01/2018
H0432,2,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF ALABAMA, INC.",UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),"UnitedHealth Group, Inc.",01/01/2018
H0432,3,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF ALABAMA, INC.",UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),"UnitedHealth Group, Inc.",01/01/2018
H0432,4,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF ALABAMA, INC.",UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),"UnitedHealth Group, Inc.",01/01/2018
H0432,5,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF ALABAMA, INC.",UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),"UnitedHealth Group, Inc.",01/01/2018
H0432,6,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF ALABAMA, INC.",UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),"UnitedHealth Group, Inc.",01/01/2018
H0432,7,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF ALABAMA, INC.",UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),"UnitedHealth Group, Inc.",01/01/2018
H0432,8,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF ALABAMA, INC.",UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),"UnitedHealth Group, Inc.",01/01/2018
H0432,9,Local CCP,HMO/HMOPOS,Yes,Yes,No,"UNITEDHEALTHCARE OF ALABAMA, INC.",UnitedHealthcare,UnitedHealthcare Dual Complete (HMO SNP),"UnitedHealth Group, Inc.",01/01/2018
H0439,2,Local CCP,HMO/HMOPOS,Yes,Yes,No,"CIGNA HEALTHCARE OF GEORGIA, INC.",Cigna,Cigna-HealthSpring TotalCare (HMO SNP),CIGNA,01/01/2014
H0439,3,Local CCP,HMO/HMOPOS,Yes,No,No,"CIGNA HEALTHCARE OF GEORGIA, INC.",Cigna,Cigna-HealthSpring Preferred (HMO),CIGNA,01/01/2014
H0439,6,Local CCP,HMO/HMOPOS,Yes,No,No,"CIGNA HEALTHCARE OF GEORGIA, INC.",Cigna,Cigna-HealthSpring Premier (HMO-POS),CIGNA,01/01/2014
H0439,801,Local CCP,HMO/HMOPOS,Yes,No,Yes,"CIGNA HEALTHCARE OF GEORGIA, INC.",Cigna,Cigna-HealthSpring Preferred Rx CY (HMO),CIGNA,01/01/2014
H0439,807,Local CCP,HMO/HMOPOS,Yes,No,Yes,"CIGNA HEALTHCARE OF GEORGIA, INC.",Cigna,Cigna-HealthSpring Premier Rx CY (HMO-POS),CIGNA,01/01/2014
H0473,1,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY OF KENTUCKY,Humana,HumanaChoice H0473-001 (PPO),Humana Inc.,01/01/2019
H0473,2,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY OF KENTUCKY,Humana,HumanaChoice H0473-002 (PPO),Humana Inc.,01/01/2019
H0477,1,National PACE,National PACE,Yes,No,No,"SERENITY CARE, INC.",Serenity Care PACE,Serenity PACE Dual (PACE),"Serenity Care, Inc.",05/01/2014
H0477,2,National PACE,National PACE,Yes,No,No,"SERENITY CARE, INC.",Serenity Care PACE,Serenity PACE Medicare only (PACE),"Serenity Care, Inc.",05/01/2014
H0480,1,Demo,Medicare-Medicaid Plan HMO/HMOPOS,Yes,No,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",MeridianComplete,MeridianComplete (Medicare-Medicaid Plan),"WellCare Health Plans, Inc.",03/01/2015
H0504,15,Local CCP,HMO/HMOPOS,Yes,No,No,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus (HMO),California Physicians' Service,05/01/1996
H0504,17,Local CCP,HMO/HMOPOS,Yes,No,No,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus (HMO),California Physicians' Service,05/01/1996
H0504,21,Local CCP,HMO/HMOPOS,Yes,No,No,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus Choice Plan (HMO),California Physicians' Service,05/01/1996
H0504,26,Local CCP,HMO/HMOPOS,Yes,No,No,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus (HMO),California Physicians' Service,05/01/1996
H0504,28,Local CCP,HMO/HMOPOS,Yes,No,No,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus (HMO),California Physicians' Service,05/01/1996
H0504,29,Local CCP,HMO/HMOPOS,Yes,No,No,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus (HMO),California Physicians' Service,05/01/1996
H0504,31,Local CCP,HMO/HMOPOS,Yes,No,No,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus (HMO),California Physicians' Service,05/01/1996
H0504,37,Local CCP,HMO/HMOPOS,Yes,No,No,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield Trio Medicare (HMO),California Physicians' Service,05/01/1996
H0504,38,Local CCP,HMO/HMOPOS,Yes,No,No,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus (HMO),California Physicians' Service,05/01/1996
H0504,39,Local CCP,HMO/HMOPOS,Yes,No,No,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus (HMO),California Physicians' Service,05/01/1996
H0504,40,Local CCP,HMO/HMOPOS,Yes,No,No,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus Choice Plan (HMO),California Physicians' Service,05/01/1996
H0504,803,Local CCP,HMO/HMOPOS,Yes,No,Yes,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus (HMO),California Physicians' Service,05/01/1996
H0504,804,Local CCP,HMO/HMOPOS,Yes,No,Yes,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus (HMO),California Physicians' Service,05/01/1996
H0504,805,Local CCP,HMO/HMOPOS,No,No,Yes,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus (HMO),California Physicians' Service,05/01/1996
H0523,2,Local CCP,HMO/HMOPOS,Yes,No,No,AETNA HEALTH OF CALIFORNIA INC.,Aetna Medicare,Aetna Medicare Select Plan (HMO),CVS Health Corporation,05/01/1986
H0523,22,Local CCP,HMO/HMOPOS,Yes,No,No,AETNA HEALTH OF CALIFORNIA INC.,Aetna Medicare,Aetna Medicare Select Plan (HMO),CVS Health Corporation,05/01/1986
H0523,31,Local CCP,HMO/HMOPOS,Yes,No,No,AETNA HEALTH OF CALIFORNIA INC.,Aetna Medicare,Aetna Medicare Select Plan (HMO),CVS Health Corporation,05/01/1986
H0523,52,Local CCP,HMO/HMOPOS,Yes,No,No,AETNA HEALTH OF CALIFORNIA INC.,Aetna Medicare,Aetna Medicare Select Plan (HMO),CVS Health Corporation,05/01/1986
H0523,61,Local CCP,HMO/HMOPOS,Yes,No,No,AETNA HEALTH OF CALIFORNIA INC.,Aetna Medicare,Aetna Medicare Prime Plan (HMO),CVS Health Corporation,05/01/1986
H0523,63,Local CCP,HMO/HMOPOS,Yes,No,No,AETNA HEALTH OF CALIFORNIA INC.,Aetna Medicare,Aetna Medicare Prime Plan (HMO),CVS Health Corporation,05/01/1986
H0523,801,Local CCP,HMO/HMOPOS,No,No,Yes,AETNA HEALTH OF CALIFORNIA INC.,Aetna Medicare,Aetna Medicare Plan (HMO),CVS Health Corporation,05/01/1986
H0523,805,Local CCP,HMO/HMOPOS,Yes,No,Yes,AETNA HEALTH OF CALIFORNIA INC.,Aetna Medicare,Aetna Medicare Plan w/Rx CY (HMO),CVS Health Corporation,05/01/1986
H0524,2,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage B Only South (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,3,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,"Kaiser Permanente Senior Advantage LA, Orange Co. (HMO)","Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,8,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Solano (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,10,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage B Only North (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,13,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,"Kaiser Permanente Sr Adv Enhanced Sac., Sonoma (HMO)","Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,15,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Inland Empire (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,29,Local CCP,HMO/HMOPOS,Yes,Yes,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Senior Advantage Medicare Medi-Cal Plan South (HMO SNP),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,30,Local CCP,HMO/HMOPOS,Yes,Yes,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Senior Advantage Medicare Medi-Cal Plan North (HMO SNP),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,31,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Marin San Mateo (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,32,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,"Kaiser Permanente Senior Advantage Alam., SF, Napa (HMO)","Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,33,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Contra Costa (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,34,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Ventura (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,35,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Enhanced Kern (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,36,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Basic Kern (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,37,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage San Diego (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,38,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Enhanced Fresno (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,39,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Santa Clara (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,40,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Enhanced Stanis (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,41,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Basic Stanis (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,42,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Enhanced SnJoaq (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,43,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Basic SnJoaq (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,46,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Basic Fresno (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,51,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,"Kaiser Permanente Sr Advantage Basic Sac., Sonoma (HMO)","Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,54,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Santa Cruz (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,801,Local CCP,HMO/HMOPOS,No,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,802,Local CCP,HMO/HMOPOS,No,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,803,Local CCP,HMO/HMOPOS,No,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,804,Local CCP,HMO/HMOPOS,No,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,805,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,806,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,807,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,808,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,809,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,FEHB Part AB with D (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,810,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,FEHB Part AB with D (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,811,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,FEHB Part B Only with D (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0524,812,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,FEHB Part B Only with D (HMO),"Kaiser Foundation Health Plan, Inc.",08/01/1987
H0542,1,National PACE,National PACE,Yes,No,No,ALTAMED HEALTH SERVICES CORPORATION,AltaMed Health Services Corporation,AltaMed Health Services Corporation (PACE),Altamed Health Services Corporation,11/01/2002
H0542,2,National PACE,National PACE,Yes,No,No,ALTAMED HEALTH SERVICES CORPORATION,AltaMed Health Services Corporation,AltaMed Health Services Corporation (PACE),Altamed Health Services Corporation,11/01/2002
H0543,1,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 1 (HMO),"UnitedHealth Group, Inc.",06/01/1985
H0543,13,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Value (HMO),"UnitedHealth Group, Inc.",06/01/1985
H0543,19,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons (HMO),"UnitedHealth Group, Inc.",06/01/1985
H0543,22,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons (HMO),"UnitedHealth Group, Inc.",06/01/1985
H0543,28,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 1 (HMO),"UnitedHealth Group, Inc.",06/01/1985
H0543,29,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons (HMO),"UnitedHealth Group, Inc.",06/01/1985
H0543,32,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 1 (HMO),"UnitedHealth Group, Inc.",06/01/1985
H0543,35,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons (HMO),"UnitedHealth Group, Inc.",06/01/1985
H0543,36,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 1 (HMO),"UnitedHealth Group, Inc.",06/01/1985
H0543,60,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Premier (HMO),"UnitedHealth Group, Inc.",06/01/1985
H0543,70,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 1 (HMO),"UnitedHealth Group, Inc.",06/01/1985
H0543,86,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons (HMO),"UnitedHealth Group, Inc.",06/01/1985
H0543,89,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 1 (HMO),"UnitedHealth Group, Inc.",06/01/1985
H0543,121,Local CCP,HMO/HMOPOS,No,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Essential (HMO),"UnitedHealth Group, Inc.",06/01/1985
H0543,138,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 2 (HMO),"UnitedHealth Group, Inc.",06/01/1985
