"","3030-Angiocardiography","3040-Audiology","3050-Bacteriology and Microbiology","3070-Birthing Center","3120-Cardiac Catheterization Laboratory","3140-Cardiology","3180-Chemistry","3190-Chemotherapy","3220-Circumcision","3230-CAT Scan","3240-Cytology","3260-Echocardiography","3280-EKG and EEG","3290-Electromyography","3320-Electroshock Therapy","3340-Gastro Intestinal Services","3350-Hematology","3360-Histology","3370-Holter Monitor","3380-Immunology","3390-Laboratory - Clinical","3420-Laboratory - Pathological","3430-Magnetic Resonance Imaging (MRI)","3440-Mammography","3450-Nuclear Medicine-Diagnostic","3480-Oncology","3540-Prosthetic Devices","3550-Psychiatric/Psychological Services","3560-Pulmonary Function Testing","3620-Stress Test","3630-Ultra Sound","3640-Urology","3650-Vascular Lab","3700-Operating Room","3800-Recovery Room","3900-Delivery Room & Labor Room","4000-Anesthesiology","4100-Radiology - Diagnostic","4200-Radiology-Therapeutic","4600-Whole Blood & Packed Red Blood Cells","4700-Blood Storing, Processing, & Trans.","4800-Intravenous Therapy","4900-Respiratory Therapy","5000-Physical Therapy","5100-Occupational Therapy","5200-Speech Pathology","5500-Med Supplies Charged to Patient","5600-Drugs Charged to Patients","5700-Renal Dialysis","5800-ASC","6000-Clinic","6100-Emergency","6201-Observation Beds (Distinct Part)","8600-Other Organ Acquisition (Specify)","PCCR_OR_and_Anesth_Costs"
"Bilateral or multiple major joint procs of lower extremity w/o MCC",0,0,0,0,0,1343.66666666667,190.75,0,0,2549.525,0,2098.54,444.591666666667,0,0,0,299,0,0,288.5,602.219350649351,827.611666666667,3518.13,0,6205.035,0,0,0,458.75,602,0,0,911.1,17084.7129677419,1701.77206451613,0,2621.35833333333,735.061677852349,13443.62,0,1052.26875,205.833333333333,312.575384615385,1208.55580645161,618.503052631579,495.83,12034.6768595041,1827.36509677419,0,0,972.804347826087,0,0,0,19706.0713010753
"Biliary tract proc except only cholecyst w or w/o c.d.e. w CC",0,0,0,0,0,0,0,0,0,5723.88166666667,342.44,2312.17,138.666666666667,0,0,0,0,0,0,0,1885.89769230769,287.583333333333,3461.2,0,2966.89,0,0,0,0,0,764.38,0,897,7495.08307692308,847.78,0,1414.217,713.528,0,0,1034.77333333333,537.18,2177.296,378.066,0,0,338.523333333333,2226.92153846154,0,0,194,3232.462,211.5,0,8909.30007692308
"Biliary tract proc except only cholecyst w or w/o c.d.e. w MCC",0,0,0,0,0,0,0,0,0,4871.35333333333,342.44,1166.505,250,0,0,0,0,0,0,0,3921.40333333333,946.326666666667,4229.47,0,3823.67333333333,0,0,0,0,0,1194.3975,0,0,11358.75,847.78,0,2099.742,1188.6475,0,0,0,333,128.43,753.65,1008.775,1062.19,747.206666666667,3709.42555555556,625.19,0,0,2024.5025,564,0,13458.492
"Biliary tract proc except only cholecyst w or w/o c.d.e. w/o CC/MCC",0,0,0,0,0,0,0,0,0,0,114.84,0,0,0,0,0,0,0,0,0,1778.07285714286,502.07,3461.2,0,0,0,0,0,0,0,782.036666666667,0,0,5783.16,724.1925,0,1929.13666666667,1211.44666666667,0,0,116,200,3093.24,0,0,0,1117.12833333333,857.021428571429,0,17569.75,2441,2325.56,0,0,7712.29666666667
"Biopsies of musculoskeletal system & connective tissue w CC",0,0,0,0,0,1925,0,0,0,6254.652,200.45,2225.465,229.4,1166.59,0,0,0,972.95,0,0,2149.24,963.328695652174,6118.27777777778,388,1816.75,0,0,0,235,0,596.786,0,1197.01666666667,8377.064,1293.07714285714,0,1375.32947368421,1294.09652173913,17423.006,0,1369.58333333333,431.98,705.053333333333,858.527894736842,732.4,0,1473.6475,2226.38692307692,0,0,194,2226.1635,381.5,0,9752.39347368421
"Biopsies of musculoskeletal system & connective tissue w MCC",0,0,1289,0,0,0,2605,0,0,4980.515,598.71,2155.085,197,0,0,0,839,681.065,0,0,2078.18875,397.48,7450.425,0,2147,0,0,0,112.46,0,0,0,0,3436.66,1548.98,0,621.166666666667,1317.82166666667,14382.5833333333,0,0,824,1558.64,1278.345,1157.478,1977,2660.08333333333,7324.34125,0,0,0,2943.14142857143,1117.75,0,4057.82666666667
"Biopsies of musculoskeletal system & connective tissue w/o CC/MCC",0,0,0,0,0,0,0,0,0,4685.362,304.506666666667,0,0,0,0,0,0,0,0,0,1680.9175,671.69875,5260.42,0,0,0,376.86,0,0,0,0,0,0,3620.5125,957.095,0,943.992857142857,1364.64571428571,0,0,0,0,140.17,687.816666666667,0,0,581.255,1444.27285714286,0,0,196,2644.4375,0,0,4564.50535714286
"Bone diseases & arthropathies w MCC",0,0,0,0,0,0,0,0,0,4362.984,0,1946.775,254.564,0,0,0,0,0,0,0,2051.93333333333,139.09,7056.94,0,5005.96,0,0,0,1122,1271.51,0,0,528.47,0,0,0,0,812.528571428571,0,0,870,0,1203.48333333333,1151.02285714286,1028.13714285714,1406.5,1260.485,1736.06666666667,1875.57,0,0,2286.60833333333,352,0,0
"Bone diseases & arthropathies w/o MCC",0,0,634,0,0,1709.33333333333,745.666666666667,0,0,3062.38,367.32,3576.56,346.662941176471,0,0,0,476.666666666667,0,0,0,1365.18590163934,202.677777777778,5020.3,0,4682.735,0,218.57,0,429.81,188,757.6225,0,1148.85928571429,9675.46428571429,2765.81,0,3145.8575,695.248125,19465,0,217,720.79,1865.33444444444,672.587692307692,553.004210526316,450.75,3912.21736842105,909.3362,0,832.135,125.2,1900.05893617021,963.691333333333,0,12821.3217857143
"Breast biopsy, local excision & other breast procedures w/o CC/MCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.89,481.092,5000,0,1861,0,0,0,0,0,0,0,0,28332.935,868.025,0,6056.84333333333,0,0,0,0,0,0,608,0,0,2855.3,1423.718,0,0,0,0,0,0,34389.7783333333
"Bronchitis & asthma w CC/MCC ",0,0,518.687692307692,0,0,1739.11111111111,848.571428571429,0,0,2143.04464285714,0,2091.85782608696,292.005529411765,0,0,0,356.3625,0,0,272,1207.79872727273,251.52,1443.75,0,3853.76333333333,0,0,0,586.286909090909,1318.99,763.7475,0,1053.3425,1814.77,1196.05,0,677.81,463.418343949045,0,0,1283.8,508.556888888889,2828.2253125,449.831666666667,458.234285714286,673.595454545455,774.112338709677,1177.13344262295,2104.55,2494.97,221.625,1581.24223529412,1262.728,0,2492.58
"Bronchitis & asthma w/o CC/MCC ",0,0,280,0,0,1951,1044.35,0,0,2154.21272727273,0,2274.81875,233.194482758621,0,0,0,366.5,0,0,160,759.6384,0,2912.375,0,2137.5,0,0,0,539.427096774194,909,650.49,0,619.365,0,0,0,0,415.938775510204,0,0,0,424.984210526316,2672.54330882353,878.736666666667,0,559.35,659.449411764706,746.724786324786,0,0,270.333333333333,2148.69603174603,768.384736842105,0,0
"Cardiac arrest, unexplained w CC",0,0,627.25,0,0,0,1939.5,0,0,2195.25,0,0,317.14,0,0,0,228.5,0,0,0,591.89,0,0,0,0,0,0,0,1805,0,0,0,0,0,0,0,0,512.666666666667,0,0,0,1019.25,4484.82,0,0,0,392.02,901.155,0,0,0,1583.75,0,0,0
"Cardiac arrest, unexplained w MCC ",0,0,0,0,0,0,243.21,0,0,4634.7,0,2298.2075,4500.568,0,0,0,0,0,0,0,2376.626875,0,3893.33333333333,0,0,0,0,0,235,0,0,0,1064,3042.636,0,0,0,679.857142857143,0,0,3408.3,523,4383.33769230769,0,0,0,1945.44,5781.592,0,0,0,3903.36888888889,0,0,3042.636
"Cardiac arrhythmia & conduction disorders w CC",0,0,370.477272727273,0,1285,2479.93737373737,1245.13636363636,0,0,2731.21666666667,0,2308.7,511.599162162162,0,0,3272.064,337.241379310345,0,1447.61,289.321428571429,1419.12798449612,177.556666666667,4446.58277777778,0,3992.55147058824,0,0,0,434.521052631579,713.902142857143,724.1836,0,1030.67818181818,2687.43375,685.407631578947,0,667.2384,497.6363099631,7583.26,0,1404.89363636364,560.91404040404,1146.21563380282,563.563583333333,482.417727272727,849.420714285714,931.242086956522,961.467666666667,0,0,186.678571428571,1945.23224358974,1332.45961538462,0,3354.67215
"Cardiac arrhythmia & conduction disorders w MCC",0,0,561,0,1542,2357.61868852459,1629.45837837838,507,0,2873.98662162162,754.53,2498.66513513514,602.142115384615,0,0,1388,497.629032258065,0,887,797.75,1916.2500921659,110.2,2800.6,0,4446.47464285714,0,0,0,538.637567567568,729.82,758.260909090909,0,1030.98761904762,1092.91875,677.665357142857,0,365.956666666667,535.504504950495,0,0,1632.8,505.284545454545,1936.85922077922,754.798571428571,515.198648648649,732.022105263158,1083.38024390244,1747.58597285068,916.685,0,358.247142857143,1813.29387978142,1585.782,0,1458.87541666667
"Cardiac arrhythmia & conduction disorders w/o CC/MCC",0,0,351,0,1285,1913.24712328767,893.527027027027,139,0,2549.18804878049,0,2379.3054,595.378176638177,450,0,0,325.885416666667,0,539.89,162.375,922.959189189189,184.665,4563.13285714286,532.355,3868.790625,0,0,129,417.606538461538,718.012631578947,815.54,0,991.98625,3312.87923076923,631.085666666667,0,607.117307692308,404.076101694915,0,330,217,574.708985507246,764.880625,525.258,409.361538461538,446.46,472.24698630137,609.580192307692,0,0,173.947368421053,1642.89837104072,1383.91346153846,0,3919.99653846154
"Cardiac congenital & valvular disorders w MCC",0,0,0,0,0,1925,0,0,0,2161.645,0,3360.34625,404.235555555556,0,0,0,0,0,431.91,0,2744.48363636364,110.2,2922,0,0,0,0,0,0,0,764.38,0,1263,1669.05,0,0,0,495.169,0,0,2023.8,1823,3299.12,836.926,640.9,801.95,2010.365,2002.06363636364,0,0,194,2269.237,2992,0,1669.05
"Cardiac congenital & valvular disorders w/o MCC",0,0,138,0,0,2686,573,0,0,2578.498,0,2491.22363636364,477.006666666667,0,0,0,0,0,0,0,1155.94727272727,0,7226.5,0,5005.96,0,0,0,0,1271.51,884.19,0,1541.60333333333,2199.4275,0,0,0,849.347222222222,0,0,0,573.0975,272.84,593.44,449.5,250,291.796666666667,1266.70875,0,0,110.5,1407.624,951.04,0,2199.4275
"Cardiac defib implant w cardiac cath w AMI/HF/shock w MCC",0,0,0,0,13044.474,29916.0175,0,0,0,2324.2,0,17246.298,332.8,0,0,0,0,0,0,0,4339.622,0,3451,0,5457,0,0,0,0,238,0,0,0,0,685.65,0,1038.31,1392.372,0,0,0,0,7357.50666666667,627.6,0,0,3334.306,6103.232,0,0,0,5095.53,1586.25,0,1038.31
"Cardiac defib implant w cardiac cath w AMI/HF/shock w/o MCC ",0,0,0,0,9283.22666666667,31617.61,0,0,0,0,0,2354.53333333333,260,0,0,0,0,0,0,0,1770.64333333333,0,0,0,0,0,0,0,0,0,814.13,0,0,0,0,0,0,582.313333333333,0,0,0,0,139.16,0,0,0,963.336666666667,2984.78666666667,0,0,0,0,0,0,0
"Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC ",0,0,0,0,10270.172,20041.99,0,0,0,2346.805,0,6575.53,4973.834,0,0,0,0,0,0,0,5585.512,0,653.54,0,0,0,0,0,112.46,238,0,0,897,2899.075,0,0,127.05,3928.344,0,0,0,0,3106.4375,522.2825,609.865,0,1272.32,5228.512,0,0,0,4806.38666666667,0,0,3026.125
"Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC",0,0,0,0,9548.175,29318.4175,0,0,0,0,0,1738.27333333333,327.52,0,0,0,0,0,0,0,1475.99875,0,653.54,0,4052,0,0,0,0,188,0,0,0,0,292.2,0,0,2124.665,0,0,0,0,3032.74,488.97,0,0,1645.98375,2179.835,0,0,0,2734.01,431.52,0,0
"Cardiac defibrillator implant w/o cardiac cath w MCC",0,0,0,0,3554.4,28368.879,0,0,0,6087.37666666667,0,2292.11714285714,1017.9375,0,0,0,0,0,0,0,3379.661,596.58,641.04,0,5457,0,0,0,304.39,238,543.39,0,801.07,7993.575,0,0,3308.9,2093.96,0,0,0,0,5903.94333333333,1304.49333333333,0,0,1908.872,5248.061,2239.6,0,194,3239.9175,1198.5,0,11302.475
"Cardiac defibrillator implant w/o cardiac cath w/o MCC",0,0,0,0,0,32040.9583333333,0,0,0,3262.914,0,3935.238,195,0,0,0,0,0,0,0,1209.74157894737,0,961.56,0,4052,0,0,0,0,188,0,0,897,1937.385,863.822857142857,0,1934.44125,1412.83611111111,0,0,0,0,3139.96333333333,783.745,0,0,987.547368421053,1621.43842105263,0,0,0,2263.93,423,0,3871.82625
"Cardiac pacemaker device replacement w MCC",0,0,0,0,0,16136.975,0,0,0,0,0,2312.17,104,0,0,0,0,0,0,0,897.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.66,0,0,0,0,725.29,0,0,0,0,608.405,0,0,0,2220.99,211.5,0,0
"Cardiac pacemaker device replacement w/o MCC",0,0,0,0,0,13872.6,0,0,0,0,0,2204.405,182.25,0,0,0,0,0,0,0,1199.48,0,0,0,0,0,0,0,0,0,0,0,0,6525,865.01,0,430.35,384.475,0,0,0,0,1389.62,0,0,0,265.2,373.32,0,0,0,2033.135,0,0,6955.35
"Cardiac pacemaker revision except device replacement w CC",0,0,0,0,0,9947.084,0,0,0,4738.82,0,2263.78,284.666666666667,0,0,0,0,0,0,0,1144.644,0,0,0,0,0,0,0,112.46,0,714.59,0,647,5620.285,746.46,0,1973.65,863.875,0,0,0,0,0,385.37,385.62,0,677.483333333333,1053.832,0,0,0,2615.11666666667,0,0,7593.935
"Cardiac pacemaker revision except device replacement w/o CC/MCC",0,0,0,0,11594.79,9039.11,0,0,0,0,0,1537.81,168,0,0,0,0,0,0,0,1172.76,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,3207.54,0,0,0,0,0,0,0,0,0,1222.11,0,0,0,0,3739.84,0,0
"Cardiac valve & oth maj cardiothoracic proc w card cath w CC",0,0,0,0,9861.595,1706.25,0,0,0,6075.665,0,2908.91833333333,312,0,0,0,0,0,0,0,4520.58625,206.5275,0,0,0,0,0,0,0,0,237.09,0,897,26080.68125,523.52,0,4639.59125,1171.96875,0,0,3615.9275,1074.36,1779.605,724.285,0,0,2580.41,7316.6225,0,0,0,3545.69,705,0,30720.2725
"Cardiac valve & oth maj cardiothoracic proc w card cath w MCC",0,0,0,0,13217.0290909091,22603.0683333333,0,0,0,10751.4425,0,4363.00545454545,442.062727272727,0,0,0,0,0,0,0,6545.3825,285.923333333333,4274.13,0,4836,0,0,0,0,188,764.38,0,1985.59,24429.1225,662.9,0,4356.59875,1726.39363636364,0,0,5596.998,0,9007.143,1142.10125,991.423333333333,1094.35,4047.98916666667,9528.27833333333,0,0,196,2608.345,493.5,0,28785.72125
"Cardiac valve & oth maj cardiothoracic proc w card cath w/o CC/MCC",0,0,0,0,9839.4625,62889.27,0,0,0,4158.545,0,2238.92666666667,183,0,0,0,0,0,0,0,3656.01,203.733333333333,0,0,5849,0,0,0,0,238,0,0,1549.94,22294.4933333333,847.78,0,3922.0475,797.9075,0,0,3241.86,0,1426.96,665.905,0,0,1485.575,3371.0175,0,0,0,2266.225,430.1,0,26216.5408333333
"Cardiac valve & oth maj cardiothoracic proc w/o card cath w CC",0,0,0,0,18304.62,11771.04,0,0,0,6320.8425,0,2694.84416666667,234.231392405063,0,0,0,0,0,0,0,1946.67738095238,218.129863013699,4229.47,0,0,0,0,0,0,0,764.38,0,1961.66666666667,19831.2261445783,679.72,0,3536.27554216867,1035.46048192771,0,0,3039.72677419355,0,1626.56,832.697,526.177142857143,450.75,2882.14939759036,3728.07345238095,0,0,0,5053.32,0,0,23367.501686747
"Cardiac valve & oth maj cardiothoracic proc w/o card cath w MCC",0,0,0,0,7693.3,17340.75,0,0,0,5631.46095238095,0,3513.68392857143,433.2240625,1030.2,0,0,0,0,0,0,5120.17985294118,194.417894736842,6709.17571428571,0,0,0,148.62,0,112.46,0,1010.60857142857,0,1622.50692307692,25361.2408823529,847.78,0,4382.23191176471,1652.46343283582,0,0,6701.92095238095,1522.01,3610.28761904762,1025.37340909091,638.73,1314.456,2999.99632352941,10573.7273529412,9835.455,0,194,4438.63230769231,0,0,29743.4727941176
"Cardiac valve & oth maj cardiothoracic proc w/o card cath w/o CC/MCC",0,0,0,0,0,0,0,0,0,2717.46666666667,0,2138.76,210.080666666667,0,0,0,0,0,0,0,1501.28666666667,206.801290322581,0,0,0,0,0,0,0,0,779.25,0,2478,18408.4675757576,0,0,3743.00545454545,838.707272727273,0,0,2119.63714285714,0,1501.291,688.404444444444,0,0,3466.95393939394,3690.81666666667,0,0,0,0,0,0,22151.473030303
"Carotid artery stent procedure w CC .. ",0,0,0,0,0,0,0,0,0,10139.16,0,2312.17,0,0,0,0,0,0,0,0,2033.1,0,4991.865,0,0,0,0,0,0,0,0,0,7912.64,12925.9525,1293.17,0,2515.905,510.28,0,0,0,0,0,671.82,772.76,2330.835,4197.965,2045.6725,0,0,388,2518.77,0,0,15441.8575
"Carotid artery stent procedure w MCC ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491.27,0,0,0,0,0,0,0,0,0,0,0,6932.14,9072.38,0,0,1597.4,0,0,0,0,0,0,0,0,0,5777.2,341.22,0,0,194,0,0,0,10669.78
"Carotid artery stent procedure w/o CC/MCC",0,0,0,0,0,0,0,0,0,8419.87,0,0,0,0,0,0,0,0,0,0,423.121666666667,0,3451,0,0,0,0,0,0,0,0,0,7059.08333333333,10238.9483333333,1293.17,0,2013.865,0,0,0,0,0,0,0,0,1012.75,4072.168,626.325,0,0,0,2376.82,0,0,12252.8133333333
"Cellulitis w MCC ",0,0,546.225,0,0,1934.6,1217.9,0,0,3335.7159375,367.32,1872.59,308.874146341463,0,0,0,446.9375,0,0,109.5,2399.85118421053,1736.895,2250.9375,0,1785.88,0,0,0,613.589333333333,0,918.148,0,1092.30894736842,3211.262,396,0,421.4,762.662372881356,0,0,2270.36428571429,527.444444444444,3673.76171428571,1409.60978723404,814.852941176471,850.743333333333,1315.55020408163,2631.04594936709,2479.66,474,737.75,1594.39686567164,872.333333333333,0,3632.662
"Cellulitis w/o MCC. ",0,0,668.404891304348,0,0,1916.1875,790.77358490566,0,0,2630.49094017094,734.64,1988.23184210526,314.096220472441,0,0,3903,356.714788732394,194.59,0,269.770833333333,1246.40107876712,309.93125,3407.92428571429,0,2683.68866666667,0,199.76,0,642.354102564103,1067.83666666667,694.455066666667,0,848.180546875,3359.86880952381,1035.81823529412,0,827.4795,550.328881118881,0,1380,1819.44428571429,561.279805825243,1571.88733333333,705.832363636364,601.993492063492,790.091764705882,648.597015706806,1644.902688,0,0,628.253513513513,1559.18018903592,1251.501,0,4187.34830952381
"Cervical spinal fusion w CC ",0,0,0,0,0,0,284,0,0,4720.23,0,2312.17,178.416666666667,3048.62,0,0,0,0,0,0,1505.15454545455,231.785,6734.146,0,5065,0,252.426666666667,0,0,238,382.42,0,1264,13931.6280851064,1321.88390243902,0,2208.85348837209,1826.59119047619,0,0,3356.45,0,304.266666666667,1040.8796969697,831.541304347826,680.31,2003.74613636364,1651.67553191489,0,0,227.5,3511.49666666667,0,0,16140.4815734785
"Cervical spinal fusion w MCC ",0,0,0,0,0,0,0,0,0,7903.12333333333,0,0,104,0,0,0,0,0,0,0,2589.962,0,10554.775,0,0,0,191.1,0,0,0,0,0,1074.33333333333,21158.1366666667,2744.8975,0,3370.035,2939.79833333333,0,0,1559.1,0,6288.99,1658.42,714.1575,1233.88,2581.18333333333,5648.91333333333,0,0,0,9284.04,0,0,24528.1716666667
"Cervical spinal fusion w/o CC/MCC ",0,0,209,0,0,147,445,0,0,6478.786,0,0,153.515,0,0,0,0,0,0,283,483.751084337349,417.97,3339.21333333333,0,0,0,224.59,0,212.79,0,0,0,1239,12786.1057664234,1228.21121212121,0,1776.76401515152,1460.63339130435,0,0,0,0,368.665,570.347931034483,492.0375,0,1215.4206557377,1201.44883211679,0,0,194,4825.89533333333,1013.82,0,14562.8697815749
"Cesarean section w CC/MCC ............. ",0,0,204.166666666667,5273.11316498317,0,0,554.691176470588,0,0,5458.432,0,2391.2125,189.77375,0,0,0,213.055555555556,0,539.89,454.107142857143,948.38417699115,316.017945205479,3484.565,0,0,0,0,0,171.666666666667,0,994.070519480519,0,2058.79375,6659.15583333333,978.964116607774,2697.02251196172,1215.15780036969,624.806428571429,0,0,2190.90613636364,1242.53191489362,789.662820512821,540.712857142857,774.81,0,814.41600619195,1246.94078778135,0,0,1189.4125,1294.66666666667,473.593333333333,0,7874.31363370302
"Cesarean section w/o CC/MCC .......... ",0,0,195,5226.52983050847,0,0,389.236842105263,0,0,2020.0525,0,0,177.8,0,0,0,210.164285714286,0,0,358.04347826087,527.976726973684,283.2129004329,8069.99,0,0,0,0,0,137.625,0,568.74925,0,1166.525,6153.40625498008,964.938346094946,1834.29922566372,1082.48483974359,469.012631578947,0,0,1734.975,1145.24078125,246.675294117647,658.236666666667,0,0,849.301816091954,768.415020352782,0,0,1134.9,1243.31,1174.422,0,7235.89109472367
"Chemo w acute leukemia as sdx or w high dose chemo agent w MCC",0,0,0,0,0,0,0,1315.875,0,6162.79857142857,0,1808.51666666667,121.333333333333,0,0,0,0,0,0,0,7937.065,5676.204,5000,0,0,0,0,0,0,0,391.045,0,897,3567.87777777778,0,0,730.69,948.128888888889,0,0,17054.005,429.74,0,488.97,0,0,134.275,21441.2283333333,0,0,194,832.7,0,0,4298.56777777778
"Chemo w acute leukemia as sdx w CC or high dose chemo agent",0,0,0,0,0,0,0,982.52,0,3336.68,0,1262.5,0,0,0,0,0,0,0,0,2860.90083333333,376.56,0,0,0,0,0,0,0,0,272.65,0,1711,1828.15,0,0,0,603.7075,0,0,4808.785,1074.36,140.17,0,0,0,308.96,6502.50333333333,0,0,194,0,0,0,1828.15
"Chemo w acute leukemia as sdx w/o CC/MCC",0,0,0,0,0,0,0,1008.8375,0,0,0,2225.465,0,0,0,0,0,0,0,0,1649.3,2056.16333333333,0,0,0,0,0,0,0,0,0,0,0,1658.94,783.097142857143,0,348.1975,355.61,0,0,2321.755,0,0,0,0,0,0,10478.31375,0,0,0,0,0,0,2007.1375
"Chemotherapy w/o acute leukemia as secondary diagnosis w CC",0,0,0,0,0,0,0,805,0,6718.71,0,1923.74444444444,0,0,0,0,0,0,0,0,1600.90516949153,0,7875.81,0,6808.48666666667,299,0,0,0,0,350.228888888889,0,1265.34222222222,4638.402,2094.08,0,1848.42,507.4,12893.72,0,1178.35142857143,234.75,649.874,654.3125,0,450.75,237.587142857143,16500.3866666667,0,0,195,0,927.15,0,6486.822
"Chemotherapy w/o acute leukemia as secondary diagnosis w MCC",0,0,0,0,0,0,0,1142,0,3336.68,0,1666.215,0,0,0,0,0,0,0,0,2259.645,0,0,0,0,0,0,0,0,0,0,0,1064,2025.19,0,0,0,474.773333333333,0,0,681.4,0,0,1293.9,0,0,0,14339.654,0,0,0,0,2749.5,0,2025.19
"Chemotherapy w/o acute leukemia as secondary diagnosis w/o CC/MCC",0,0,0,0,0,0,0,893,0,0,0,0,0,0,0,0,0,0,0,0,908.158333333333,0,5000,0,0,490,0,0,0,0,0,0,0,0,523.52,0,673.19,358.5,0,0,1639.56,0,0,0,0,0,0,7985.05571428571,0,0,0,0,0,0,673.19
"Chest pain ",0,0,315,0,0,1808.7815,916,0,0,3109.2866,722.1,2061.6449122807,523.270263157895,0,0,398,231.3125,0,1447.61,198,1446.24964497041,352.17,3637.66666666667,0,4274.66634146341,0,0,0,368.155652173913,919.35835443038,700.954285714286,0,979.353333333333,1279.67375,252,0,305.9,410.073581081081,0,0,875.933333333333,609.16,821.039393939394,624.909444444444,315.7,588.3725,635.737674418605,1236.09673913043,4334.13,0,2144.33333333333,1448.00837837838,1491.81142857143,0,1585.57375
"Cholecystectomy except by laparoscope w/o c.d.e. w CC",0,0,209,0,0,0,2194,0,0,2883.03333333333,0,2312.17,207.53,0,0,0,507,0,0,0,1594.20954545455,365.950526315789,3161.928,0,2338.46,0,0,0,866.86,0,837.963846153846,0,0,15697.5386363636,1381.85263157895,0,2632.87105263158,1064.47352941176,0,0,919.266666666667,453.25,1414.175,678.227142857143,409.53,0,1408.84857142857,1922.17090909091,1250.38,0,0,2452.77714285714,461,0,18330.4096889952
"Cholecystectomy except by laparoscope w/o c.d.e. w MCC",0,0,1268,0,0,1899,2526,0,0,3413.31125,0,0,330.373333333333,0,0,0,170,0,0,0,2558.545,432.168181818182,4229.47,0,1273,0,0,0,216.86,0,843.53,0,1263,16461.0008333333,1525.87636363636,0,2304.26,1292.65888888889,0,0,5197.3,364.25,3011.8075,376.062,597,0,2381.23727272727,5590.39083333333,0,1185,324,2125,0,0,18765.2608333333
"Cholecystectomy except by laparoscope w/o c.d.e. w/o CC/MCC",0,0,183,0,0,0,542.5,0,0,4381.97,0,1996.4,157.25,0,0,0,0,0,0,0,1157.74785714286,287.67,0,0,0,0,0,0,144,0,777.0025,0,0,12901.1105555556,1237.70333333333,0,1906.18352941176,890.1275,0,0,0,452.6,3711.9,809.88,0,0,1281.155,1797.32111111111,0,0,194,1675.47222222222,0,0,14807.2940849673
"Cholecystectomy w c.d.e. w CC ",0,0,0,0,0,0,0,0,0,4153.905,0,0,156,0,0,0,0,0,0,0,2015.94,618.936,0,0,0,0,0,0,0,0,1196.99,0,0,15638.496,2132.6875,0,1987.726,2727.22,0,0,0,1858,0,339.5,318,0,1761.448,4061.636,0,0,0,2062.75333333333,0,0,17626.222
"Cholecystectomy w c.d.e. w/o CC/MCC ",0,0,0,0,0,0,0,0,0,3511,0,0,0,0,0,0,0,0,0,0,2343,334.5,0,0,0,0,0,0,0,0,0,0,0,16057.5,1613.02,0,1996,1721,0,0,0,0,0,0,0,0,2201.565,2475.3,0,0,0,0,0,0,18053.5
"Chronic obstructive pulmonary disease w CC",0,0,615.630434782609,0,0,1798.6,857.064651162791,0,0,2415.75171428571,550.98,1984.54825,308.209237668161,0,0,1261.91,409.953703703704,0,0,311.625,1416.57398671096,274.28,3415.19333333333,0,3039.10285714286,0,0,0,658.105379310345,911.7425,798.195555555556,0,979.265,851.485,726.71,0,1802.78,439.818964285714,0,0,1453.6025,427.655189873418,2050.0075862069,540.870568181818,479.651875,801.715454545455,1194.02862660944,1185.81666666667,0,1729.92,265.333333333333,1598.4911026616,1168.62142857143,0,2654.265
"Chronic obstructive pulmonary disease w MCC",0,0,464.198979591837,0,0,1870.84375,1244.61931677019,0,0,2494.82420118343,367.32,2068.80877358491,294.053284823285,0,0,3047,408.319343065693,583.77,821,525.5,1567.22442718447,312.3825,3195.8,0,3034.706875,0,0,0,914.924525316456,891.526666666667,767.492857142857,0,1061.50125,2549.20166666667,1257.955,0,740,435.043834710744,0,660,2163.65,425.930904522613,2821.96853360489,616.792838427948,447.696129032258,788.484423076923,1363.06471243043,1609.70928797468,1348.07,1643.42333333333,184.183333333333,1597.77320284697,936.290769230769,0,3289.20166666667
"Chronic obstructive pulmonary disease w/o CC/MCC",0,0,413.916666666667,0,11706.03,1895.49142857143,727.4515,0,0,1990.85518518519,0,2097.02157894737,298.144351851852,0,0,0,403.541666666667,0,0,522,1168.48948275862,0,4039.635,0,4531.1675,0,0,0,611.595925925926,1157.77666666667,764.38,0,1383.75666666667,160.88,0,0,0,391.565454545455,0,0,0,511.688837209302,1654.14281914894,483.972142857143,507.102307692308,727.191818181818,1141.68756944444,995.607209302326,0,0,102,1474.62916666667,1996.27777777778,0,160.88
"Circulatory disorders except AMI, w card cath w MCC",3080.115,0,0,0,10023.29025,6289.735,0,0,0,6492.53714285714,367.32,3154.21272727273,250.909090909091,0,0,2269,0,0,0,0,3427.52744186046,619.543333333333,3451,0,4253.572,0,0,0,116.6775,395,966.925,0,1238.061,5440.18,583.26,0,673.19,1061.56896551724,0,0,34405.02,0,2244.76523809524,770.35,468.5,883.92,677.669142857143,3595.50325581395,2929.70111111111,0,194,4352.853,494.514285714286,0,6113.37
